443,wolfenstein the new colossus,PC,Other,Action,5,0,0,0,0,1,0,1,1,1,0,1
458,the binding of isaac afterbirth+,PC,Other,Action,5,0,0,1,0,0,0,0,2,0,0,0
462,mario and rabbids,PC,Other,Action,5,0,0,0,0,1,1,0,0,1,0,0
509,culdcept revolt,PC,Other,Action,5,0,1,0,0,0,1,0,0,0,0,0
513,the last guardian,PC,Other,Action,5,0,0,1,0,0,1,0,0,0,0,0
514,crash bandicoot n sane trilogy,PC,Other,Action,5,0,1,0,1,0,0,0,0,0,0,0
594,resident evil 7 vr,PC,Other,Action,5,1,0,0,0,0,0,0,0,0,1,0
603,chaoschild,PC,Other,Action,5,0,0,0,1,1,0,0,1,0,0,0
709,horizon zero down,PC,Other,Action,5,1,0,0,0,0,0,0,1,0,0,0
727,warriors all stars,PC,Other,Action,5,0,0,1,1,0,0,0,0,0,0,0
20,battle chasers nightwar,pc ps4 xbo,thq nordic,rpg,4,0,0,0,0,1,0,0,0,1,1,0
23,battlerite,pc,stunlock studios,action,4,0,1,0,0,0,0,1,0,0,0,0
66,disgaea 5 complete,nsw,nippon ichi,rpg remake,4,0,0,1,0,0,0,0,0,1,0,0
74,dragon quest xi,ps4 3ds,square enix,rpg,4,1,0,0,0,0,0,0,0,0,0,0
91,everything,pc ps4,double fine,adventure,4,0,0,0,0,1,1,0,0,0,0,0
93,f1 2017,pc ps4 xbo,codemasters,racing,4,0,0,0,0,1,0,2,0,0,0,0
96,farpoint,ps4,sony,vr adventure,4,0,0,0,0,1,0,1,0,1,0,1
103,finding paradise,pc,freebird games,adventure,4,0,0,0,0,1,1,0,0,0,0,0
113,forza horizon 3 hot wheels,pc xbo,microsoft,racing,4,0,0,0,1,0,1,0,0,0,0,0
117,full throttle remastered,pc ps4 vita ios,double fine,adventure remake,4,0,1,0,0,0,0,0,1,0,0,0
127,gorogoa,pc ios and nsw,annapurna interactive,puzzle,4,0,0,0,0,0,1,0,0,1,1,0
202,monolith,pc,team d 13,action,4,1,0,0,0,0,0,0,0,0,0,1
267,ruiner,pc ps4 xbo,devolver digital,action,4,0,0,0,0,1,0,0,0,1,1,1
269,senran kagura peach beach splash,ps4,marvelous,shooter,4,0,0,0,0,2,0,0,0,0,0,0
277,shovel knight treasure trove,nsw,yacht club games,action remake,4,0,0,0,0,0,0,2,1,1,0,0
291,spark the electric jester,pc,feperd games,action,4,1,0,0,0,0,0,0,0,0,0,0
316,super bomberman r,nsw,konami,action,4,0,0,0,0,1,1,0,0,0,0,0
337,the elder scrolls online morrowind,pc ps4 xbo,bethesda,rpg,4,0,0,0,0,0,0,2,1,1,0,0
351,the long dark,pc ps4 xbo,hinterland studios,adventure,4,0,0,0,0,2,0,0,0,0,0,0
354,the surge,pc ps4 xbo,focus home interactive,rpg,4,0,0,0,0,0,1,1,0,1,0,0
