Title,Platform,Publisher,Genre,Points,First,Second,Third,Fourth,Fifth,Sixth,Seventh,Eighth,Ninth,Tenth,Runner Up
serious sams bogus detour,pc,devolver digital,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
shadow tactics blades of the shogun,pc ps4 xbo,daedalic entertainment,strategy,0,0,0,0,0,0,0,0,0,0,0,0
shadow warrior 2,pc ps4 xbo,devolver digital,shooter,0,0,0,0,0,0,0,0,0,0,0,0
shadows of adam,pc,something classic games,rpg,0,0,0,0,0,0,0,0,0,0,0,0
shantae half genie hero,nsw,wayforward,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
she remembered caterpillars,pc,ysbryd games,adventure,0,0,0,0,0,0,0,0,0,0,0,0
shovel knight specter of torment,pc ps4 ps3 vita xbo nsw wiiu 3ds,yacht club games,action,0,0,0,0,0,0,0,0,0,0,0,0
shovel knight treasure trove,nsw,yacht club games,action remake,0,0,0,0,0,0,0,0,0,0,0,0
simulacra,ios and pc,kaigan games,horror,0,0,0,0,0,0,0,0,0,0,0,0
slayaway camp,ios and,blue wizard digial lp,horror remake,0,0,0,0,0,0,0,0,0,0,0,0
slime rancher,pc xbo,monomi park,simulation,0,0,0,0,0,0,0,0,0,0,0,0
slime san,pc nsw,headup games,action,0,0,0,0,0,0,0,0,0,0,0,0
snake pass,pc ps4 xbo nsw,sumo digital,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
sniper elite 4,pc ps4 xbo,rebellion,shooter,0,0,0,0,0,0,0,0,0,0,0,0
snipperclips cut it out together,nsw,nintendo,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
soda dungeon,pc,armor games,rpg,0,0,0,0,0,0,0,0,0,0,0,0
sonic forces,pc ps4 xbo nsw,sega,action,0,0,0,0,0,0,0,0,0,0,0,0
sonic mania,pc ps4 xbo nsw,sega,action,0,0,0,0,0,0,0,0,0,0,0,0
sonny,ios and pc,armor games,rpg,0,0,0,0,0,0,0,0,0,0,0,0
south park the fractured but whole,pc ps4 xbo,ubisoft,rpg,0,0,0,0,0,0,0,0,0,0,0,0
spaceplan,ios pc,devolver digital,simulation,0,0,0,0,0,0,0,0,0,0,0,0
spark the electric jester,pc,feperd games,action,0,0,0,0,0,0,0,0,0,0,0,0
spellforce 3,pc,thq nordic,rpg,0,0,0,0,0,0,0,0,0,0,0,0
spelunker party,pc nsw,square enix,action,0,0,0,0,0,0,0,0,0,0,0,0
spintires mudrunner,pc ps4 xbo,focus home interactive,simulation,0,0,0,0,0,0,0,0,0,0,0,0
splasher,pc ps4 xbo nsw,playdius,action,0,0,0,0,0,0,0,0,0,0,0,0
splatoon 2,nsw,nintendo,shooter,0,0,0,0,0,0,0,0,0,0,0,0
splitter critters,ios and,rac7,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
stagehand a reverse platformer,ios,big bucket software,action,0,0,0,0,0,0,0,0,0,0,0,0
star fox 2,snes,nintendo,shooter,0,0,0,0,0,0,0,0,0,0,0,0
star ocean 4 hd,pc ps4,square enix,rpg,0,0,0,0,0,0,0,0,0,0,0,0
star trek bridge crew,pc ps4,ubisoft,vr action adventure,0,0,0,0,0,0,0,0,0,0,0,0
star wars battlefront ii,pc ps4 xbo,ea,shooter,0,0,0,0,0,0,0,0,0,0,0,0
star wars force arena,ios and,netmarble,strategy,0,0,0,0,0,0,0,0,0,0,0,0
starcraft remastered,pc,activision blizzard,strategy remake,0,0,0,0,0,0,0,0,0,0,0,0
starcrawlers,pc,juggernaut games,rpg,0,0,0,0,0,0,0,0,0,0,0,0
stardew valley,nsw,chucklefish games,simulation remake,0,0,0,0,0,0,0,0,0,0,0,0
stars in shadow,pc,iceberg interactive,strategy,0,0,0,0,0,0,0,0,0,0,0,0
statik,ps4,tarsier studios,vr puzzle,0,0,0,0,0,0,0,0,0,0,0,0
steamworld dig 2,pc ps4 vita nsw,image and form international ab,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
steel division normandy 44,pc,paradox interactive,strategy,0,0,0,0,0,0,0,0,0,0,0,0
stellaris utopia,pc,paradox interactive,strategy,0,0,0,0,0,0,0,0,0,0,0,0
stories untold,pc,devolver digital,adventure,0,0,0,0,0,0,0,0,0,0,0,0
stranger things the game,ios and,netflix,rpg,0,0,0,0,0,0,0,0,0,0,0,0
style savvy styling star,3ds,nintendo,simulation,0,0,0,0,0,0,0,0,0,0,0,0
styx shards of darkness,pc ps4 xbo,focus home interactive,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
super bomberman r,nsw,konami,action,0,0,0,0,0,0,0,0,0,0,0,0
super cloudbuilt,pc ps4 xbo,double eleven,action,0,0,0,0,0,0,0,0,0,0,0,0
super hydrorah,pc xbo,abylight,action,0,0,0,0,0,0,0,0,0,0,0,0
super hyper cube,pc ps4,polytron,vr puzzle remake,0,0,0,0,0,0,0,0,0,0,0,0
super luckys tale,pc xbo,microsoft,action,0,0,0,0,0,0,0,0,0,0,0,0
super mario odyssey,nsw,nintendo,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
super mario run,and,nintendo,action remake,0,0,0,0,0,0,0,0,0,0,0,0
super phantom cat 2,ios and,veewoo games,action,0,0,0,0,0,0,0,0,0,0,0,0
super rude bear resurrection,pc ps4,alex rose games,action,0,0,0,0,0,0,0,0,0,0,0,0
superflight,pc,grizzlygames,action,0,0,0,0,0,0,0,0,0,0,0,0
superhot,ps4,superhot team,puzzle remake,0,0,0,0,0,0,0,0,0,0,0,0
superhot vr,ps4,superhot team,vr puzzle remake,0,0,0,0,0,0,0,0,0,0,0,0
tacoma,pc xbo,fullbright,adventure,0,0,0,0,0,0,0,0,0,0,0,0
taiko no tatsujin session de dodon ga don,ps4,bandai namco,rhythm,0,0,0,0,0,0,0,0,0,0,0,0
tales of berseria,pc ps4,bandai namco,rpg,0,0,0,0,0,0,0,0,0,0,0,0
tekken 7,pc ps4 xbo,bandai namco,fighting,0,0,0,0,0,0,0,0,0,0,0,0
the big journey,ios and,armor games,adventure,0,0,0,0,0,0,0,0,0,0,0,0
the binding of isaac afterbirth+,pc ps4 nsw,nicalis,action remake,0,0,0,0,0,0,0,0,0,0,0,0
the darkside detective,pc,spooky doorway,adventure,0,0,0,0,0,0,0,0,0,0,0,0
the disney afternoon collection,pc ps4 xbo,capcom,action remake,0,0,0,0,0,0,0,0,0,0,0,0
the elder scrolls legends,pc ios,bethesda,board+card,0,0,0,0,0,0,0,0,0,0,0,0
the elder scrolls online morrowind,pc ps4 xbo,bethesda,rpg,0,0,0,0,0,0,0,0,0,0,0,0
the elder scrolls v skyrim,nsw,bethesda,rpg remake,0,0,0,0,0,0,0,0,0,0,0,0
the elder scrolls v skyrim vr,pc ps4,bethesda,vr rpg remake,0,0,0,0,0,0,0,0,0,0,0,0
the end is nigh,pc,edmund mcmillen and tyler glaiel,action,0,0,0,0,0,0,0,0,0,0,0,0
the escapists 2,pc ps4 xbo,team17,strategy,0,0,0,0,0,0,0,0,0,0,0,0
the evil within 2,pc ps4 xbo,bethesda,horror,0,0,0,0,0,0,0,0,0,0,0,0
the flame in the flood,ps4 nsw,the molasses flood,action adventure remake,0,0,0,0,0,0,0,0,0,0,0,0
the golf club 2,pc ps4 xbo,maxium games,sports,0,0,0,0,0,0,0,0,0,0,0,0
the golf club vr,pc,hb studios,vr sports,0,0,0,0,0,0,0,0,0,0,0,0
the inner world the last wind monk,pc ps4 xbo,hadup games,adventure,0,0,0,0,0,0,0,0,0,0,0,0
the invisible hours,pc ps4,game trust,vr adventure,0,0,0,0,0,0,0,0,0,0,0,0
the jackbox party pack 3,nsw,jackbox games,board+card,0,0,0,0,0,0,0,0,0,0,0,0
the jackbox party pack 4,pc ps4 xbo nsw ios and,jackbox games,board+card,0,0,0,0,0,0,0,0,0,0,0,0
the last guardian,nq,nq,nq,0,0,0,0,0,0,0,0,0,0,0,0
the legend of heroes trails in the sky the 3rd,pc,nihon falcom,rpg,0,0,0,0,0,0,0,0,0,0,0,0
the legend of heroes trails of cold steel,pc ps4 vita,nihon falcom,rpg,0,0,0,0,0,0,0,0,0,0,0,0
the legend of zelda breath of the wild,nsw wiiu,nintendo,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
the lego ninjago movie video game,pc ps4 xbo nsw,wb,action,0,0,0,0,0,0,0,0,0,0,0,0
the long dark,pc ps4 xbo,hinterland studios,adventure,0,0,0,0,0,0,0,0,0,0,0,0
the mummy demastered,pc ps4 xbo nsw,wayforward,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
the sexy brutale,pc ps4 xbo nsw,tequilla works,adventure,0,0,0,0,0,0,0,0,0,0,0,0
the surge,pc ps4 xbo,focus home interactive,rpg,0,0,0,0,0,0,0,0,0,0,0,0
the walking dead a new frontier,pc ps4 xbo nsw and ios,telltale games,adventure,0,0,0,0,0,0,0,0,0,0,0,0
thimbleweed park,pc ps4 xbo nsw ios and,terrible toybox,adventure,0,0,0,0,0,0,0,0,0,0,0,0
thumper,xbo nsw,drool,rhythm,0,0,0,0,0,0,0,0,0,0,0,0
ticket to earth,ios pc,robot circus,rpg,0,0,0,0,0,0,0,0,0,0,0,0
tokuiden 2,pc ps4 ps3 vita,koei tecmo,action,0,0,0,0,0,0,0,0,0,0,0,0
tokyo xanadu ex+,vita,nihon falcom,rpg remake,0,0,0,0,0,0,0,0,0,0,0,0
tom clancys ghost recon wildlands,pc ps4 xbo,ubisoft,shooter,0,0,0,0,0,0,0,0,0,0,0,0
tooth and tail,pc ps4,pocketwatch games,strategy,0,0,0,0,0,0,0,0,0,0,0,0
torment tides of numenera,pc ps4 xbo,inxile entertainment,rpg,0,0,0,0,0,0,0,0,0,0,0,0
total war warhammer ii,pc,sega,strategy,0,0,0,0,0,0,0,0,0,0,0,0
tumbleseed,pc ps4 nsw,aeiowu,action,0,0,0,0,0,0,0,0,0,0,0,0
two worlds ii call of the tenebrae,pc,tripwire interactive,rpg,0,0,0,0,0,0,0,0,0,0,0,0
typeshift,ios,zach gage,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
uncharted the lost legacy,ps4,sony,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
undertale,ps4 vita,toby fox,rpg remake,0,0,0,0,0,0,0,0,0,0,0,0
unexplored,pc,ludomotion,action,0,0,0,0,0,0,0,0,0,0,0,0
unit 4,pc xbo,gamera interactive,action,0,0,0,0,0,0,0,0,0,0,0,0
utawarerumono mask of deception,ps4 psv,atlus,rpg,0,0,0,0,0,0,0,0,0,0,0,0
utawarerumono mask of truth,ps4,atlus,rpg,0,0,0,0,0,0,0,0,0,0,0,0
va 11 hall a,vita,ysbryd games,simulation,0,0,0,0,0,0,0,0,0,0,0,0
vanquish,pc,sega,action remake,0,0,0,0,0,0,0,0,0,0,0,0
vaporum,pc,fatbot games,rpg,0,0,0,0,0,0,0,0,0,0,0,0
vignettes,ios,skeleton business,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
voez,nsw,rayark,rhythm,0,0,0,0,0,0,0,0,0,0,0,0
vokgarr the viking,nsw wiiu,adult swim games,action remake,0,0,0,0,0,0,0,0,0,0,0,0
warframe plains of eidolon,pc ps4 xbo,digital extreme,action,0,0,0,0,0,0,0,0,0,0,0,0
warhammer 40000 dawn of war iii,pc,sega,strategy,0,0,0,0,0,0,0,0,0,0,0,0
warlocks tower,ios and pc,midipixel,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
warriors all stars,pc ps4 vita,koei tecmo,action,0,0,0,0,0,0,0,0,0,0,0,0
west of loathing,pc,asymmetric publications,rpg,0,0,0,0,0,0,0,0,0,0,0,0
what remains of edith finch,pc ps4 xbo,annapurna interactive,adventure,0,0,0,0,0,0,0,0,0,0,0,0
white day a labyrinth named school,pc ps4,roi games,horror remake,0,0,0,0,0,0,0,0,0,0,0,0
wilsons heart,pc,oculus,vr horror,0,0,0,0,0,0,0,0,0,0,0,0
wipeout omega collection,ps4,sony,racing remake,0,0,0,0,0,0,0,0,0,0,0,0
wolfenstein ii the new colossus,pc ps4 xbo,bethesda,shooter,0,0,0,0,0,0,0,0,0,0,0,0
wonder boy the dragons trap,pc ps4 xbo nsw,dotemu,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
world to the west,pc ps4 xbo wiiu,rain games,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
wulverblade,nsw,darkwind media,action,0,0,0,0,0,0,0,0,0,0,0,0
wwe 2k18,pc ps4 xbo nsw,take two,fighting,0,0,0,0,0,0,0,0,0,0,0,0
xcom 2 war of the chosen,pc ps4 xbo,take two,strategy,0,0,0,0,0,0,0,0,0,0,0,0
xenoblade chronicles 2,nsw,nintendo,rpg,0,0,0,0,0,0,0,0,0,0,0,0
yakuza 0,ps4,sega,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
yakuza kiwami,ps4,sega,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
yankais peak,ios and pc,kenny & sun,puzzle,0,0,0,0,0,0,0,0,0,0,0,0
yomawari midnight shadows,pc ps4 vita,nippon ichi,adventure,0,0,0,0,0,0,0,0,0,0,0,0
yono and the celestial elephants,pc nsw,plug in digital,action,0,0,0,0,0,0,0,0,0,0,0,0
yooka laylee,pc ps4 xbo nsw,team17,action adventure,0,0,0,0,0,0,0,0,0,0,0,0
ys seven,pc,nihon falcom,rpg remake,0,0,0,0,0,0,0,0,0,0,0,0
ys viii lacrimosa of dana,ps4 vita,nihon falcom,rpg,0,0,0,0,0,0,0,0,0,0,0,0
yu gi oh duel links,ios and,konami,board+card,0,0,0,0,0,0,0,0,0,0,0,0
zero escape the nonary games,pc ps4 vita,spike chunsoft,adventure remake,0,0,0,0,0,0,0,0,0,0,0,0
zwei the ilvard insurrection,pc,nihon falcom,rpg,0,0,0,0,0,0,0,0,0,0,0,0
